en-CA,fr-CA
Premium Roast Decaf Coffee Carafe (Serves 12),Remplacer par boisson à l’avoine
Premium Roast Senior's Coffee,Remplacer par boisson d'amande
Premium Roast Senior's Decaf Coffee,Remplacer par lait
Premium Sandwich,Remplacer par le petit pain à ordinaire
PST EVM Drink Credit,Remplacer par pain à ordinaire
PST HM Drink Credit,Remplacer par sauce chili doux
Pumpkin Seeds Packet,Remplacer par sauce épicée ave
Pumpkin Spice Latte (2% Milk),Remplacer par sauce épicée avec habanero
Qtr Hamb & Side Deal,Remplacer par sauce Lime coria
Quarter Pounder,Remplacer par sauce Lime coriandre
Quarter Pounder BLT,Remplacer par sauce mayonnaise
Quarter Pounder BLT Extra Value Meal,Remplir
Quarter Pounder Cheese,Renouvellem
Quarter Pounder cheese & Side deal,Répartis Sur
Quarter Pounder Chs & Side deal,Repas Bâtons LNH
Quarter Pounder Extra Value Meal,Repas familial
Quarter Pounder with Cheese,Repas Joyeux festin
Quarter Pounder With Cheese,Repas quatre
Quarter Pounder with Cheese Extra Value Meal,Retour JF boisson PST
Quarter Pounder without Cheese,Retour trio boisson PST
Quarter Pounder without Cheese Extra Value Meal,Root Beer Syrup
Rainbow Sprinkle Cookie,Rôties pain blanc
Raisins & Cranberries,Rôties pain blé entier
Ranch Chicken Snack Wrap,Rôties pain brun
Ranch Chicken Snack Wrap with Crispy Chicken,Sac
Ranch Chicken Snack Wrap with Grilled Chicken,Sac séparé
Ranch Chicken Snack Wrap® with Crispy Chicken,Sac(s)
Ranch Chicken Snack Wrap® with Grilled Chicken,Sac(s)
Ranch Crispy Snack Wrap,Sach à côté
Ranch Grilled Snack Wrap,Sach sauce style mayo
Ranch Sauce,Sachet à côté
Ranch Snack Wrap w/ Crispy Chicken McValue Meal,Sachet canneberges
Ranch Snack Wrap w/ Grilled Chicken McValue Meal,Sachet de graines de citrouille
Ranch Snack Wrap® w/ Crispy Chicken McValue Meal,Sachet de sauce de style mayonnaise
Ranch Snack Wrap® w/ Grilled Chicken McValue Meal,Sachet de Splenda
Raspberry Pomegranate Syrup,Sachet de sucre
Raspberry Pomegranate Syrup,Sachet graines de citrouille
Red Packet,Sachet sel
Red Skin Potato Salad,Sachets de thé chai éclat
Reese's Pieces,Sachets de thé earl grey suppl
Refill,Sachets de thé earl grey supplémentaires
Refill Tea,Sachets de thé menthe supplém
Refresher Beverage,Sachets de thé orange pekoe su
Reg Chicken Nacho Poutine with Crispy Chicken,Sachets de thé orange pekoe supplémentaires
Reg Chicken Nacho Poutine with Grilled Chicken,Sachets de thé vert supplément
Reg Crm Chs,Sachets de thé vert supplémentaires
Regular,Sachets ketchup
Regular Bagel,Salade asiatique
Regular Cadbury Crème Egg McFlurry,Salade aux 3 grains au sésame
Regular CC,Salade aux 3 grains au sésame et au gingembre
Regular Cream Cheese,Salade aux pommes de terre rouges
Regular Oreo McFlurry,Salade d'Entrée
Regular Pour,Salade d’épinards (carottes/gr. tournesol/canneb.)
Regular Salted Caramel McFlurry,Salade de couscous
Regular Skor McFlurry,Salade de haricots noirs
Regular Smarties McFlurry,Salade de pois chiches et d'ed
Regular Spicy Buffalo Crispy Poutine,Salade de pois chiches et d'edamames
Regular Spicy Buffalo Grilled Poutine,Salade de taboulé
Returnable Cold Cup,Salade du jardin (pommes et noix)
Returnable Hot Cup,Salade fusion asiatique au sésame
Rink Holiday Mug,Salade grecque aux pâtes et au feta
RMHC Canada Donation $3,Salade pad thaï
RMHC Canada Donation $5,Salade teriyaki ***
RMHC Coupon Book,Salade-repas César
Roaring Black Tea,Salade-repas grecque
Ronald McDonald House Donation,Salade-repas récolte
Root Beer Syrup,Salades-repas
Rotisserie Sauce,Salé sirop au caramel
Round Egg,Salsa
S  Hot Choc ***,Sand. McMuffin ou McCrêpes au
S Apple Juice,Sand. McMuffin ou McCrêpes au poulet
S Blackberry Passionfruit Refresher,sandwich
S Cappuccino ***,Sandwich
S Cappuccino Syrup ***,Sandwich Au Bagel
S Caramel Choc Latte ***,Sandwich au fromage fondant
S Caramel Choc Mocha ***,Sandwich au poulet grillé
S Caramel Latte ***,Sandwich au poulet grillé de l
S Chai Latte ***,Sandwich au poulet grillé de luxe avec bacon
S Choc Chip Lat ***,Sandwich épicé au poulet grill
S Crème Brûlée Latte ***,Sandwich épicé au poulet grillé
S Green Tea,Sandwich épicé au poulet grillé de luxe avec bacon
S Green Tea L,Sandwich et M Boisso
S Hot Choc  ***,"Sandwich et M Boisson pour X,XX$"
S Hot Choc ***,Sandwich junior au poulet
S Hot Choc Mint ***,Sandwich MacPoulet
S Hot Chocolate ***,sandwich McMuffin
S Hot Water,Sandwich Mcmuffin
S Hot Wht Choc ***,Sandwich petit déjeuner
S Ice Latte ***,Sandwich Petit Déjeuner
S Iced Matcha Latte ***,"Sandwich pour X,XX$"
S Lat Brûlée ***,Sandwichs Bistro
S Lat Caramel ***,Sandwichs bistro
S Lat Chc Chp ***,Sandwichs café
S Lat Cml Choc ***,Sandwichs McCrêpes
S Lat M. Caramel ***,Sandwichs McMuffin
S Lat M. Caramel***,Sandwichs McWrap
S Lat M. Crml ***,Sandwichs Wrap-éclair
S Lat Pump ***,Sandwichs-matin
S Lat Pumpkin Crml ***,Sans confiture
S Lat SF ***,Sans crème fouettée
S Latte ***,Sans glace
S Latte Cml Choc ***,Sans jouet
S Latte Pumpkin ***,Sans paille
S Latte Syrup ***,Sans pâté
S Lndn Fog Latte ***,Sans sachets ketchup
S Matcha Latte ***,Sans sauce
S Mint Latte ***,Sans Sauce
S Mint Latte L ***,Sans sauce à bouchées de froma
S Mint Latte R ***,Sans sauce à bouchées de fromage
S Mocha ***,Sans sauce aioli
S Mocha Cml Choc ***,Sans sauce tartare
S Mocha Mint ***,Sans sirop
S Mocha Wht Choc ***,Sans ustensiles
S Orange Juice,Sans vinaigrette
S SF Latte ***,Sauc McCrêpes
S Slt Car Latte ***,Sauc McMuf oeuf
S Sltd Crml Latte ***,Sauc McMuffin
S Sltd Crml Latte***,Sauce
S Strawberry Watermelon Refresher,Sauce 3 from
S Sugar Free Latte ***,Sauce 3 fromage
S Van Latte ***,Sauce à Big Mac
S Water,Sauce à l’ail style Frank’s Re
SA Cappuccino ***,Sauce à l’ail style Frank’s RedHot
SA Cappuccino Syrup ***,Sauce à la fumée de bois de po
Sa Caramel Choc Latte ***,Sauce à la fumée de bois de pommier
SA Caramel Choc Latte ***,Sauce à la thaïe
SA Caramel Choc Mocha ***,Sauce aigre-douce
SA Hot Choc Mint ***,Sauce aioli
SA Hot Chocolate ***,Sauce au fromage nacho
SA Lat Caramel ***,Sauce au miel
SA Lat Cml Choc  ***,Sauce au scotch bonnet
SA Lat Cml Choc ***,Sauce aux canneberges
SA Lat M. Caramel ***,Sauce aux féta et aux olives
SA Lat M. Caramel***,Sauce aux fines herbes italien
SA Lat Pump ***,Sauce aux fines herbes italienne
SA Lat Pumpkin Crml ***,Sauce barbecue
Sa Lat SF ***,Sauce barbecue Caroline
Sa Latte ***,Sauce barbecue fumée
Sa Latte Cml Choc ***,Sauce BBQ
SA Latte Pumpkin ***,Sauce Buffalo
SA Latte Syrup ***,Sauce César
SA Latte Van,Sauce chili doux
SA Latte Vanilla,Sauce chipotle crémeuse
SA Mocha ***,Sauce crém. tomate
SA Mocha Cml Choc ***,Sauce crém. Tomate
SA Mocha Mint ***,Sauce de style hollandaise
Sa SF Latte ***,Sauce épaisse originale Frank’
Sa Van Latte ***,Sauce épaisse originale Frank’s RedHot®
Salad Dressing,Sauce épice crémeaux
Salad Dressings,Sauce épicée aux piments
Salad Meat,Sauce épicée avec habanero
Salad Mix,Sauce féta méditerranéenne
Salsa,Sauce fromage
Salsa Packet,Sauce fromage suisse
Salt,Sauce Lime coriandre
Salt Packet,Sauce mayonnaise
Salted Caramel Crunch Topping,Sauce McCroq
Salted Caramel Iced Coffee,Sauce McCroquettes
Salted Caramel Latte (2% Milk),Sauce Mediterran
Salted Caramel Latte (Almond Milk),Sauce Mediterranean
Salted Caramel McFlurry,Sauce miel épicé Frank’s RedHo
Salted Caramel Syrup,Sauce miel épicé Frank’s RedHot
Sample,Sauce moutarde forte
Sandwich,Sauce poutine
Sandwich & Med Drink Offer,Sauce Ranch
Sans sauce à bouchées de froma,Sauce style rôtisserie
Sans sauce à bouchées de fromage,Sauce tartare
Sau Egg Bagel,Sauce-matin
Sau Egg Bagl VM,Sauces à McCroquettes
Sauce,Saucisse McCrêpes
Sausage 'n Egg McMuffin,Saucisse McCrêpes avec œuf
Sausage 'N Egg McMuffin,Saucisse McMuffin
Sausage 'N Egg McMuffin Extra Value Meal,Saucisse McMuffin avec œuf
Sausage 'n' Egg McMuffin,Saucisse McMuffin Oeuf
Sausage 'n' Egg McMuffin Extra Value Meal,Saucisse McMuffin œuf et sauce
Sausage Egg McMuffin,Saucisse McMuffin œuf et sauce ail style Frank’s
Sausage McGriddle,Sel
Sausage McGriddle Extra Value Meal,Sélection de sac
Sausage McGriddles,Serviettes
Sausage McGriddles McValue Meal,Sésame bagel
Sausage McMuffin,Simply Limonade avec framboise
Sausage McMuffin & Hash Brown,Sirop
Sausage McMuffin & Hash Brown Deal,Sirop à crêpes
Sausage McMuffin Extra Value Meal,Sirop à la crème d'orange
Sausage McMuffin McValue Meal,Sirop à la fraise et au fruit
Sausage Patty,Sirop à la fraise et au fruit de la passion
"Sausage, Bacon & Egg Breakfast Wrap",Sirop à la framb bleue
"Sausage, Bacon & Egg Breakfast Wrap Extra Value Meal",Sirop à la pêche et à la mangu
"Sausage, Bacon & Egg Wrap",Sirop à la pêche et à la mangue
"Sausage, Egg & Cheese McGridde",Sirop à la vanille
"Sausage, Egg & Cheese McGriddl",Sirop à la vanille française
"Sausage, Egg & Cheese McGriddles",Sirop au caramel
"Sausage, Egg & Cheese McGriddles Extra Value Meal",Sirop au caramel salé
Sausge Egg McMuffin & Hash Brown Deal,Sirop au chocolat
Sausge Egg McMuffin & HB,Sirop de fraises et crème
Scotch Bonnet Sauce,Sirop Explosion de Baies
Seasoning,Sirop fondant
Select Coffee,Sirop Framboise et Grenade
Select Fries,Sirop Framboise et Grenade
Select Happy Meal,Sirop melon lime
Select Happy Meal Drink,Sirop sans sucre
Select HM Side,Skor
Select Sandwich,SKOR
Select Small Brewed Coffee,Small Cup
Senior,Smoothie
Senior Drink,Smoothie fraises-banane
Senior Earl Grey Tea,Smoothie grenade-bleuets
Senior Green Tea,Smoothie mangue-ananas
Senior Hot Chocolate,Smoothies et frappes
Senior Orange Pekoe Tea,Smoothies et Frappés
Senior Peppermint Tea,Smoothies et Frappés glacés
Senior's Earl Grey Tea,Soda Twist
Senior's Green Tea,Soutenir CapitalCare Norwood
Senior's Orange Pekoe Tea,Splash fraîcheur au citron
Senior's Peppermint Tea,Splash fraîcheur au melon d’eau et à la lime
Separate Bags,Splash fraîcheur fraise-melon d'eau
Served,Splash fraîcheur mangue-ananas
Service Fee,Splash fraîcheur mûre-fruit de la passion
Sesame and Poppy Seed Bun,Splenda
Sesame Bacon 'N Egg Bagel,Sprite
Sesame Bacon 'N Egg Bagel Extra Value Meal,Sprite éclat de framboise bleue
Sesame Bagel,"Sprite éclat de framboise bleue, format moyen"
Sesame Bagel w/ Reg CC Product,"Sprite éclat de framboise bleue, grand format"
Sesame Bagel w/ Reg Cream Cheese McValue Meal,"Sprite éclat de framboise bleue, petit format"
Sesame Bagel w/ Regular CC,Sprite nocturne
Sesame Bagel w/ Regular Cream,Sprite Syrup
Sesame Bagel w/ Regular Cream Cheese,Sub bac dos
Sesame Bagel w/ Regular Cream Cheese Product,Sub fr MoJac
Sesame Bagel with Regular Cream Cheese,Sub laitu la
Sesame Bagl w/ Spreads,Sub muf angl
Sesame Bagl w/ Spreads ***,Sub parmesan
Sesame BLT Bagel,Sub sce BMac
Sesame BLT Bagel EVM,Sub sceRanch
Sesame BLT Bagel Extra Value Meal,Sub tr from
Sesame Egg BLT Bagel,Subs coul ch
Sesame Egg BLT Bagel Extra Value Meal,Subs poul cr
Sesame Sausage 'N Egg Bagel,Subs sir car
Sesame Sausage 'N Egg Bagel Extra Value Meal,Subs sir van
Sesame Seed Split Bun,Subs tartare
Seseme Bagel Happy Meal,Subst bacon
Sesm Bgl w/ Sprd VM ***,Subst bacon dos
Shamrock Shake,Subst coulis choc
Share Bundle,Subst crème
Share Bundle (Serves 2),Subst from MJack
Shred Parmesan,Subst laitue feu
Shredded Carrots,Subst laitue lan
Shredded Cheese,Subst McCrêpes
Shredded Lettuce,Subst muffin ang
Side Item,Subst oeuf brouillé
Side Salads & Snack Wraps,Subst oeuf crevé
Signature Danish,Subst oeuf miroir
Signature Danishes,Subst oeuf rond
Silver Holiday Tumblr,Subst oig lam
Simply Apple Juice,Subst oig recons
Simply Lemonade Raspberry,Subst p pain Qrt
Simply Orange Juice,Subst parmesan
Skor  Pieces,Subst pâté Quart
SKOR  Pieces,Subst poulet crou
Skor McFlurry,Subst sauce BigM
Skor Pieces,Subst sauce MacP
SKOR Pieces,Subst sauce Ran
Slushies,Subst sauce tart
Small,Subst sauce thaïe
Small Apple Juice,Subst sirop car
Small Cappuccino (Almond Milk),Subst sirop van
Small Chocolate Shake,Subst tranche fr
Small Clear Cup,Substituer saucisse
Small Cup,Substituer Wrap de laitue
Small Cup FS,Sucre
Small Decaf Coffee,sucre caramélisé
Small Earl Grey,Sucre liquide
Small French Fries,Supp McCafé
Small French Vanilla Latte (2% milk),Tartinades
Small French Vanilla Latte (Almond milk),Tass thé vert client aîné
Small Fries,Tasse
Small Hot Chocolate,Tasse à café déca client
Small Hot Chocolate (2% Milk),Tasse à café infusé client
Small Orange Juice,Tasse à thé menthe client
Small Orange Pekoe Tea,Tasse à thé vert client
Small Order Fee,Tasse bon homme de neige fêtes
Small Peppermint Tea,Tasse Earl Grey client
Small Premium Roast Coffee,Tasse Earl Grey client aîné
Small Senior's Coffee,Tasse McCafé
Small Senior's Decaf Coffee,Tasse menthe client aîné
Small Senior's Earl Grey Tea,Tasse Orange Pekoe client
Small Senior's Green Tea,Tasse Pekoe client aîné
Small Senior's Orange Pekoe Tea,Tasse thé bergamia gris client
Small Senior's Peppermint Tea,Thé bergamia gris
Small Soft Drinks,Thé chai éclat
Small Strawberry Shake,Thé Earl Grey
Small Vanilla Shake,Thé earl grey aînés
Smarties McFlurry,Thé glacé au au légèrement citron sucre Gold Peak
Smarties Pieces,Thé glacé au citron Gold Peak
Smartwater,Thé glacé au légèrement citron sucre Gold Peak
Sml Americano,Thé glacé brassé
Sml Apple Juice,Thé glacé Fuze
Sml Barq's Root Beer,Thé glacé FUZE
Sml Bergamia Grey Tea,Thé glacé NESTEA
Sml Blackberry Passionfruit Refresher,Thé menthe poivrée aînés
Sml Blueberry Pomegranate Real Fruit Smoothie,Thé orange pekoe
Sml Blueberry Pomegranate Smoothie,Thé Orange Pekoe
Sml Cappuccino (2% Milk),Thé orange pekoe aînés
Sml Cappuccino (Almond Milk),Thé Remplir Nouveau
Sml Caramel Cream Cold Brew,Thé rugissement noir
Sml Caramel Iced Coffee,Thé vert
Sml Caramel Latte (2% Milk),Thé vert à la citronnelle
Sml Caramel Latte (Almond milk),Thé vert aînés
Sml Caramel Latte (Almond Milk),Tomate
Sml Chai Cardamom Tea Latte (2% Milk),Tomate et Mozza ***
Sml Chai Cardamom Tea Latte (Almond Milk),Tomates raisins
Sml Chai Glow Tea,Tortilla
Sml Chocolate Hazelnut Iced Latte (2% Milk),Tout le bacon et le guacamole bagel
Sml Chocolate Hazelnut Latte (2% Milk),TR 1 Hamb 1 Hamb from
Sml Chocolate Triple Thick Milkshake,TR asiago et bacon poulet ***
Sml Coca-Cola,TR Bag Bac Œ Goud
Sml Coffee,TR Bag Bac Œuf et Gou ***
Sml Coffee Frappé,TR Bagel Oeuf BLT
Sml Coffee Frappé w/ Whipped Cream & Choc Drizzle,TR Bgl grain tart ***
Sml Coffee Refill,TR Bgl grains tart ***
Sml Coke,TR Bgl nat tart ***
Sml Coke Zero,TR Bgl p-goût tart ***
Sml Cold Brew,TR Bgl pl-goût tart ***
Sml Cold Brew with Sugar-Free Syrup & Cream,TR Bgl sés tart ***
Sml Creamy Strawberry Coke,TR Bgl sésa tart ***
Sml Decaf Coffee,TR Érable et cheddar poulet **
Sml Decaf Coffee Refill,TR Érable et cheddar poulet ***
Sml Diet Coke,Tr McCroustillant luxe bac sce orig Frank's RedHot
Sml Earl Grey Tea,TR McValeur Wrap-éclair poulet croust sauce Buffalo
Sml French Vanilla Cream Cold Brew,TR McValeur Wrap-éclair poulet croust sauce Ranch
Sml French Vanilla Latte (2% Milk),TR McValeur Wrap-éclair poulet grillé sauce Buffalo
Sml French Vanilla Latte (Almond Milk),TR McValeur Wrap-éclair poulet grillé sauce Ranch
Sml Fries,TR tom et herbe poulet ***
Sml Fruitopia Orange,Trad Softserve
sml Fruitopia Strawberry,Tranches de pomme
Sml Fruitopia Strawberry,Trés grand
Sml Fuze Iced Tea,Très grand
Sml Green Tea,Très grand café infusé
Sml Hot Chocolate (Almond Milk),Très grand café infusé aînés
Sml Iced Coffee,Très grand café infusé décaféiné
Sml Iced Coffee with sugar free syrup,Très grand café infusé décaféiné aînés
Sml Iced Latte (2% Milk),Très grand café infusé décaféiné Remplir nouveau
Sml Iced Latte (Almond Milk),Très grand café infusé Remplir nouveau
Sml Iced Matcha Tea Latte (2% Milk),Trés grand menthe poivrée
Sml Iced Matcha Tea Latte (Almond Milk),Très grand thé à la menthe poivrée
Sml Iced Mocha (2% Milk),Très grand thé à la menthe poivrée aînés
Sml Iced Mocha (Almond Milk),Trés grand thé bergamia gris
Sml Latte (2% Milk),Trés grand thé chai éclat
Sml Latte (Almond milk),Trés grand thé Earl Grey
Sml Latte (Almond Milk),Trés grand thé earl grey aînés
Sml Latte with sugar free syrup (2% Milk),Trés grand thé menthe poivrée aînés
Sml Latte with sugar free syrup (Almond Milk),Trés grand thé Orange Pekoe
Sml Lemon Fruit Splash,Très grand thé orange pekoe
Sml Lemongrass Green Tea,Trés grand thé orange pekoe aînés
Sml London Fog Tea Latte (2% Milk),Très grand thé orange pekoe aînés
Sml London Fog Tea Latte (Almond Milk),Trés grand thé rugissement noir
Sml Mango Pineapple Real Fruit Smoothie,Trés grand thé vert
Sml Mango Pineapple Refresher,Tres grand thé vert à la citronnelle
Sml Mango Pineapple Smoothie,Trés grand thé vert aînés
Sml Matcha Tea Latte (2% Milk),Trio
Sml Matcha Tea Latte (Almond Milk),Trio 10 McCroquettes
Sml McCafé Mocha (2% Milk),Trio 2 Burritos-matin
Sml Mocha (2% Milk),Trio 2 Hamburgers
Sml Mocha (Almond Milk),Trio 2 hamburgers avec fromage
Sml Mocha(2% Milk),Trio 20 McCroquettes
Sml Nite Sprite,Trio 6 McCroquettes
Sml Oat Iced Coffee,"Trio avec frites, format moyen"
Sml Orange Dream,Trio bacon McCrêpes avec œuf
Sml Orange Juice,Trio bacon McMuffin avec œuf
Sml Orange Pekoe Tea,Trio Bacon McMuffin œuf et sauce ail style Frank
Sml Peppermint Tea,Trio Bagel au bacon et guacamole
Sml Premium Roast Coffee,Trio Bagel BLT Tout
Sml Premium Roast Decaf Coffee,Trio Bagel nature avec oeuf et bacon
Sml Pumpkin Spice Latte (2% Milk),Trio Bagel nature avec oeuf et saucisse
Sml Roaring Black Tea,Trio Bagel nature BLT
Sml Salted Caramel Iced Coffee,Trio Bagel nature BLT avec oeuf
Sml Salted Caramel Latte (2% Milk),Trio Bagel nature oeuf et bacon
Sml Salted Caramel Latte (Almond Milk),Trio Bagel plein-goût bacon et oeuf
Sml Senior Orange Pekoe Tea,Trio Bagel plein-goût BLT avec oeuf
Sml Senior Peppermint Tea,Trio Bagel plein-goût saucisse et oeuf
Sml Shamrock Shake,Trio Bagel sésa avec oeuf et bacon
Sml Sprite,Trio Bagel sésa avec oeuf et saucisse
Sml Sprite Berry Bliss,Trio Bagel sésa BLT avec oeuf
Sml Strawberry Banana Smoothie,Trio Bagel sésa oeuf et bacon
Sml Strawberry Triple Thick Milkshake,Trio Bagel sésame BLT
Sml Strawberry Watermelon Refresher,Trio Big Mac
Sml Sweetened Cold Brew with Cream,Trio Big Mac (sans viande)
Sml Sweetened Cold Brew with Oat Beverage,Trio Crêpe et saucisse
Sml VanChai Frappé w/ Whipped Cream & Choc Drizzle,Trio Crêpes
Sml Vanilla Chai Frappé,Trio Crêpes et bacon
Sml Vanilla Iced Coffee,Trio Crêpes et saucisse
Sml Vanilla Triple Thick Milkshake,Trio dbl quart BLT
Sml Watermelon Lime Fruit Splash,Trio de melons
Smoky BBQ Sauce,Trio Double Big Mac
Smoothie,Trio Double filet de poisson
Smoothies & Frappes,Trio Double Hamburger
Smoothies & Frappés,Trio Double hamburger avec fromage
Snack,Trio Double Hamburger avec fromage et bacon
Snack Cadbury Crème Egg McFlurry,Trio Double Quart Fromage
Snack McFlurry,Trio Double Quart Hamburger (sans fromage)
Snack Oreo McFlurry,Trio Double Quart livre (sans fromage)
Snack Salted Caramel McFlurry,Trio Filet de poisson
Snack Size,Trio Hamburger avec fromage de luxe
Snack Size Chocolate Milkshake,Trio Hamburger Joueur étoile
Snack Size Shamrock Shake,Trio junior au poulet
Snack Size Strawberry Milkshake,Trio Junior au poulet chili doux
Snack Size Vanilla Milkshake,Trio MacPoulet
Snack Skor McFlurry,Trio MacPoulet épicé avec habanero
Snack Smarties McFlurry,Trio McCrêpes  avec œuf et fromage
Snack Wrap ***,Trio McCrêpes avec œuf et fromage
Snack Wrap Patty,Trio McCrêpes Suprême
Snack Wrap Sauce,Trio McCroustillant
Snack Wrap with Crispy Chicken,Trio McCroustillant avec sauce orig Frank's RedHot
Snack Wrap with Grilled Chicken,Trio McCroustillant de luxe avec bacon
Snack Wraps,Trio McCroustillant de luxe avec bacon épicé
Snack’n Go,Trio McCroustillant épicé
Snacks & Sides,Trio McDouble
Snowflake Holiday Mug,Trio McMuffin avec œuf et fromage
Soft Drinks,Trio McMuffin BLT avec oeuf
Sour Cream & Chive Sauce,Trio McMuffin Saja épicé
SPC Card,Trio McMuffin Suprême
Spicy Bac Deluxe Grill Chicken,Trio McValeur
Spicy Bacon Deluxe Grilled Chicken Extra Value Meal,Trio McValeur bagel nature avec fromage à la crème
Spicy Bacon Deluxe Grilled Chicken Sandwich,Trio McValeur bagel plein-goût fromage à la crème
Spicy Bacon Deluxe McCrispy,Trio McValeur bagel sésame avec fromage à la crème
Spicy Bacon Deluxe McCrispy Extra Value Meal,Trio McValeur Burrito-matin
Spicy Buffalo Chicken Snack Wrap with Crispy Chicken,Trio McValeur Hamburger De Luxe
Spicy Buffalo Chicken Snack Wrap with Grilled Chicken,Trio McValeur Junior au poulet
Spicy Buffalo Chicken Snack Wrap® with Crispy Chicken,Trio McValeur McDouble
Spicy Buffalo Chicken Snack Wrap® with Grilled Chicken,Trio McValeur Saucisse McCrêpes
Spicy Buffalo Crispy Poutine,Trio McValeur Saucisse McMuffin
Spicy Buffalo Grilled Poutine,Trio McValeur Wrap-éclair poulet croust sauce Buffalo épicée
Spicy Buffalo Snack Wrap w/ Crispy Chicken McValue Meal,Trio McValeur Wrap-éclair poulet croust sauce Ranch
Spicy Buffalo Snack Wrap w/ Grilled Chicken McValue Meal,Trio McValeur Wrap-éclair poulet grillé sauce Buffalo épicée
Spicy Egg & Hash Brown Breakfast Wrap,Trio McValeur Wrap-éclair poulet grillé sauce Ranch
Spicy Egg & Hash Brown Breakfast Wrap Extra Value Meal,Trio McVégé
Spicy Egg & Hash Brown Wrap,Trio McVégé avec sauce originale Frank’s RedHot
Spicy Grilled Chicken,Trio McVégé de luxe
Spicy Grilled Chicken Sandwich,Trio McVégé épicé
Spicy Grilled Chicken Sandwich Extra Value Meal,Trio McVégé épicé de luxe
Spicy Habanero McChicken,Trio McWrap bacon poulet grillé
Spicy Habanero McChicken Extra Value Meal,Trio McWrap cajun poulet grillé
Spicy Habanero Sauce,Trio McWrap césar poulet grillé
Spicy McCrispy,Trio McWrap Chili doux
Spicy McCrispy Extra Value Meal,Trio McWrap Chili doux avec poulet croustillant
Spicy McVeggie,Trio McWrap Chili doux avec poulet grillé
Spicy McVeggie Deluxe,Trio McWrap chipotle crémeuse
Spicy McVeggie Deluxe Extra Value Meal,Trio McWrap Lime vivifiante
Spicy McVeggie Extra Value Meal,Trio McWrap poulet croustillant et sauce chipotle crémeuse
Spicy Pepper Sauce,Trio McWrap Poulet et bacon
Spicy Poutine ***,Trio McWrap Poulet et bacon avec poulet croustillant
Spicy Saja McMuffin,Trio McWrap Poulet et bacon avec poulet grillé
Spicy Saja McMuffin Meal,Trio McWrap poulet grillé et sauce chipotle crémeuse
"Spinach Salad(carrots,sunflowe",Trio McWrap sauce Ranch à l’avocat
"Spinach Salad(carrots,sunflower seeds,cranberries)",Trio McWrap sauce ranch cajun
Splenda,Trio œuf McMuffin
Splenda Packet,Trio œuf McMuffin BLT
Spoons,Trio Œuf McMuffin sauce à l’ail style Frank’s
Spread On,Trio Poulet Big Mac
Spread Type,Trio poulet grillé bac/sce orig Frank's RedHot
Sprite,Trio poulet grillé sauce originale Frank's RedHot
Sprite Berry Bliss,Trio Poulet McCrêpes
Sprite Bottle,Trio Poulet McCroquettes
Sprite Syrup,Trio Poulet McCroquettes (pour 2 personnes)
Sprite Syrup BB CS,Trio Poulet McMuffin
Sprite Syrup CS,Trio Poulet McMuffin sauce à l’ail style Frank’s
Sr Barq's Root Beer,Trio quart BLT
Sr Coca Cola,"Trio Quart de livre - frites, moyen"
Sr Coke Zero,Trio Quart de livre BLT
Sr Diet Coke,Trio Quart fromage
Sr Fruitopia Orange,Trio Quart hamburger (sans fromage)
Sr Fruitopia Strawberry Passion Awareness,Trio Quart livre (sans fromage)
Sr Sprite,"Trio Quarter fromage  - frites, moyen"
Ssm Bgl w/Sprd VM ***,"Trio Quarter Fromage  - frites, moyen"
Stainless Holiday Cup,Trio rôties blanc et 2 œufs frits
Stamp Mug,"Trio rôties blanc, bacon, et 2 œufs frits"
Stir Sticks,"Trio rôties blé entier, bacon, et 2 œufs frits"
Straw,Trio sandwich au poulet grillé
Strawberry Banana Smoothie,Trio sandwich au poulet grillé de luxe avec bacon
Strawberry Jam,Trio sandwich épicé au poulet grillé
Strawberry Passionfruit Syrup,Trio sandwich épicé poulet grillé de luxe avec bacon
Strawberry Popping Pearls,Trio Saucisse McCrêpes
Strawberry Triple Thick Milkshake,Trio Saucisse McCrêpes avec œuf
Strawberry Watermelon Refresher,Trio Saucisse McMuffin
Strawberry Watermelon Syrup,Trio saucisse McMuffin avec œuf
Straws,Trio Saucisse McMuffin œuf sauce ail style Frank’s
Striped Mug,Trio Tout le bacon et le guacamole bagel
Stripes Tumbler,Trio Wrap-déjeuner avec poulet
Sub Broke Egg,"Trio Wrap-déjeuner avec saucisse, bacon et œuf"
Sub Can Bac,Trio Wrap-déjeuner épicé œuf et patates hachées brunes
SUB Can Bacon,TRIO Wrap-éclair poulet sauce Buffalo
Sub Cara syp,TRIO Wrap-éclair poulet sauce Ranch
SUB Caramel Syrup,Tripl triple
SUB Cheese Slice,Triple triple
Sub Choc Drzl,Type de lait
SUB Chocolate Drizzle,Verre
Sub Chs Slce,Verre ch retournable
Sub Cr Ckn,Verre client
Sub Cream,Verre fr retournable
SUB Crispy Chicken,Verre réutilisable (chaud)
Sub Eng Mfn,Verre réutilisable (froid)
SUB Eng Muffin,Vert mélangé
Sub Fried Egg,Vinaigette miel et mourtarde d
SUB Fried Egg,Vinaigette miel et mourtarde de Dijon
Sub Griddle,Vinaigre
SUB Griddle,Vinaigrette
SUB Leaf Let,Vinaigrettes
Sub Lettuce,votre ajout exclusif McValeur
Sub LTO Sauce 1,Votre don aide les familles d’enfant malade.
Sub LTO Sauce 2,Water
