en-CA,fr-CA
Lightly Toasted,M Lat caramel ***
Like a Mac,M Lat cml salé***
Liquid Sugar,M Lat M. Car ***
Local Coupon,M Lat M. Crml ***
London Fog Tea Latte (2% Milk),M Lat pép choc ***
London Fog Tea Latte (Almond Milk),M Latte ***
Long Espresso,M Latte à la vanille ss ***
LOVE CANADA TUMBLER,M Latte au caramel  ***
Love Mug,M Latte au chocolat et à la noisette (lait 2 %)
Lrg Americano,M Latte glacé ***
Lrg Apple Juice,M Latte glacé au chocolat et à la noisette (lait 2 %)
Lrg Barq's Root Beer,M Latte glacé L ***
Lrg Bergamia Grey Tea,M Latte M. Caramel ***
Lrg Blackberry Passionfruit Refresher,M Latte menthe ***
Lrg Blueberry Pomegranate Real Fruit Smoothie,M Latte pép choc ***
Lrg Cappuccino (2% Milk),M Latte sirop ***
Lrg Cappuccino (Almond Milk),M Latte Sirop ***
Lrg Caramel Cream Cold Brew,M Latte Sirop R ***
Lrg Caramel Iced Coffee,M Latte ss ***
Lrg Caramel Latte (2% Milk),M Latte vanille ss ***
Lrg Caramel Latte (Almond milk),M LF à la fraise ML
Lrg Caramel Latte (Almond Milk),M LF à la vanille ML
Lrg Chai Cardamom Tea Latte (2% Milk),M LF au chocolat ML
Lrg Chai Cardamom Tea Latte (Almond Milk),M LF chocolat
Lrg Chai Glow Tea,M LF fraise
Lrg Chocolate Hazelnut Iced Latte (2% Milk),M LF vanille
Lrg Chocolate Hazelnut Latte (2% Milk),M Moka ***
Lrg Chocolate Triple Thick Milkshake,M Moka menthe ***
Lrg Coca-Cola,M Smo bleuet
Lrg Coffee,M Smo mangue
Lrg Coffee Frappé,M Smooth bleuet ML
Lrg Coffee Frappé w/ Whipped Cream & Choc Drizzle,M Smooth mangue ML
Lrg Coffee Refill,M Thé Earl Grey
Lrg Coke Zero,M Thé pekoe
Lrg Cold Brew,M Thé vert
Lrg Cold Brew with Sugar-Free Syrup & Cream,Macpoulet
Lrg Creamy Strawberry Coke,MacPoulet
Lrg Decaf Coffee,MacPoulet épicé avec habanero
Lrg Decaf Coffee Refill,MacPoulet et Côte
Lrg Diet Coke,Make it a Meal
Lrg Earl Grey Tea,Margarine
Lrg French Vanilla Cream Cold Brew,Margarine avec couteau
Lrg French Vanilla Latte  (2% Milk),Masques
Lrg French Vanilla Latte (Almond milk),McCafe
Lrg French Vanilla Latte (Almond Milk),McCafé Latte
Lrg Fries,McCôte
Lrg Fruitopia Orange,McCrêpes
Lrg Fruitopia Strawberry,McCrêpes  avec œuf et fromage
Lrg Fuze Iced Tea,McCrêpes avec œuf et fromage
Lrg Green Tea,McCrêpes avec œuf et fromage
Lrg Hot Chocolate (2% Milk),McCrêpes Suprême
Lrg Hot Chocolate (Almond Milk),McCroquettes
Lrg Iced Coffee,McCroustillant
Lrg Iced Coffee with sugar free syrup,McCroustillant avec sauce orig
Lrg Iced Latte (2% Milk),McCroustillant avec sauce originale Frank's RedHot
Lrg Iced Latte (Almond Milk),McCroustillant de luxe avec ba
Lrg Iced Matcha Tea Latte (2% Milk),McCroustillant de luxe avec bacon
Lrg Iced Matcha Tea Latte (Almond Milk),McCroustillant de luxe avec bacon épicé
Lrg Iced Mocha (2% Milk),McCroustillant de luxe bac sce
Lrg Iced Mocha (Almond Milk),McCroustillant de luxe bac sce orig Frank's RedHot
Lrg Latte  (2% Milk),McCroustillant épicé
Lrg Latte (Almond milk),McCroustillant épicé
Lrg Latte (Almond Milk),McCroustillant épicé de luxe avec bacon
Lrg Latte with sugar free syrup (2% Milk),McCroustillant épicé dlx baco
Lrg Latte with sugar free syrup (Almond Milk),McDo BLT
Lrg Lemon Fruit Splash,McDouble
Lrg Lemongrass Green Tea,McÉpicé
Lrg London Fog Tea Latte (2% Milk),McFlurry
Lrg London Fog Tea Latte (Almond Milk),McFlurry au Cadbury Creme Egg
Lrg Mango Pineapple Real Fruit Smoothie,"McFlurry au Cadbury Creme Egg, format classique"
Lrg Matcha Tea Latte (2% Milk),"McFlurry au Cadbury Creme Egg, format collation"
Lrg Matcha Tea Latte (Almond Milk),McFlurry caramel salé
Lrg McCafé Mocha (2% Milk),"McFlurry caramel salé, format classique"
Lrg Mocha (2% Milk),"McFlurry caramel salé, format collation"
Lrg Nite Sprite,McFlurry Oreo
Lrg Oat Iced Coffee,McFlurry Skor
Lrg Orange Dream,McFlurry Smarties
Lrg Orange Juice,McMuffin avec œuf et fromage
Lrg Orange Pekoe Tea,McMuffin BLT avec oeuf
Lrg Peppermint Tea,"McMuffin et P café X,XX$"
Lrg Premium Roast Coffee,McMuffin et petit café
Lrg Premium Roast Decaf Coffee,McMuffin Saja épicé
Lrg Roaring Black Tea,McMuffin Suprême
Lrg Salted Caramel Iced Coffee,McPops
Lrg Salted Caramel Latte (2% Milk),McPops au chocolat blanc
Lrg Salted Caramel Latte (Almond Milk),McPops aux baies
Lrg Senior Orange Pekoe Tea,McVégé
Lrg Senior Peppermint Tea,McVégé avec Frank’s RedHot
Lrg Senior's Coffee,McVégé avec sauce originale Frank’s RedHot
Lrg Shamrock Shake,McVégé de luxe
Lrg Sprite,McVégé épicé
Lrg Sprite Berry Bliss,McVégé épicé de luxe
Lrg Strawberry Banana Smoothie,McVégé et wraps
Lrg Strawberry Triple Thick Milkshake,McVeggie
Lrg Sweetened Cold Brew with Cream,McWrap bacon et poulet grillé
Lrg Sweetened Cold Brew with Oat Beverage,McWrap bacon poulet grillé
Lrg Vanilla Chai Frappé,McWrap cajun et poulet grillé
Lrg Vanilla Iced Coffee,McWrap cajun poulet grillé
Lrg Vanilla Triple Thick Milkshake,McWrap césar et poulet grillé
Lrg Watermelon Lime Fruit Splash,McWrap césar poulet grillé
LTO Sauce 1,McWrap Chili doux
LTO Sauce 2,McWrap Chili doux
Lunch & Dinner Menu,McWrap Chili doux avec poulet croustillant
Lunch Side,McWrap Chili doux avec poulet grillé
M  Hot Choc ***,McWrap chipotle crémeuse
M Apple Juice,McWrap Lime vivifiante
M Cap ***,McWrap poulet croustillant et sauce chipotle crémeuse
M Cap Syrup ***,McWrap Poulet et bacon
M Cappuccino ***,McWrap Poulet et bacon avec poulet croustillant
M Cappuccino Syrup ***,McWrap Poulet et bacon avec poulet grillé
M Caramel Choc Latte ***,McWrap poulet grillé et sauce chipotle crémeuse
M Caramel Choc Mocha ***,McWrap sauce Ranch à l’avocat
M Caramel Latte ***,McWrap sauce Ranch à l’avocat crémeuse
M Chai Latte ***,McWrap sauce Ranch à l’avocat crémeuse avec poulet croustill
M Choc Chip Lat ***,McWrap sauce ranch cajun
M Hot Choc  ***,McWrap sauce ranch cajun
M Hot Choc ***,McWrap Signature bacon et poulet grillé
M Hot Choc Mint ***,McWrap Signature cajun et poulet grillé
M Hot Chocolate ***,McWrap Signature césar et poulet grillé
M Hot Water,Medium Cup
M Hot Wht Choc ***,Medium Moka (lait 2%)
M Ice Latte ***,Mélange aux légumes
M Iced Matcha Latte ***,Mélange Burritos
M Lat Caramel ***,Mélange de fruits
M Lat Chc Chp ***,Menthe poivrée
M Lat Cml Choc ***,Menthe poivrée aînés
M Lat M. Caramel ***,Menu de nuit
M Lat M. Caramel***,Menu du déjeuner
M Lat M. Crml ***,Menu du dîner/souper
M Lat Pump ***,Menu Frank's RedHot
M Lat Pumpkin Crml ***,Menu McValeur
M Lat SF ***,Miel
M Lat Syrup ***,Mini
M Latte ***,Mini Potato Hash Browns
M Latte Cml Choc ***,Mini-cornet à la vanille
M Latte Pumpkin ***,MiW Hasbro
M Latte Syrup ***,MiW Softserve
M Lndn Fog Latte ***,Moitié boisson à l'avoine
M Matcha Latte ***,Moitié sirop
M Matcha Tea Latte ***,Moka
M Mint Latte ***,Moka  (lait 2%)
M Mint Latte L ***,Moka (lait 2%)
M Mint Latte R ***,Moka (lait aux amandes)
M Mint Latte R***,Moka glacé
M Mocha ***,"Moka, format moyen (lait aux amandes)"
M Mocha Cml Choc ***,"Moka, grand format (lait aux amandes)"
M Mocha Mint ***,"Moka, petit format (lait aux amandes)"
M Mocha White Choc ***,Monterey Jack
M Orange Juice,Morc de chocolat
M Slt Caramel Latte ***,Morceaux Nanaimo
M Sltd Crml Latte***,Morceaux Reese's
M Sugar Free Latte ***,Morceaux Smarties
M Van Latte ***,Mousse
M Water,Mousse froide
Make it a meal,Moutarde
Make it a Meal,Moutarde à l’érable
Make It a Meal,Moutarde de dijon crémeuse
Mango Pineapple Real Fruit Smoothie,Moyen
Mango Pineapple Smoothie,Moyen americano
Mango Smoothie,Moyen café
Map Mug,Moyen Café frappé
Maple & Cheddar Chkn ***,Moyen café glacé
Maple & Cheddar Chkn EVM ***,Moyen café glacé à la vanille
Maple Leaf Cup,Moyen café glacé au caramel
Maple Leaf Tumblr,Moyen café glacé au caramel salé
Maple Mustard Sauce,Moyen café glacé avec boisson à l'avoine
Maple Syrup,Moyen café glacé avec sirop sans sucre
Margarine,Moyen Café glacé avec sirop sans sucre
Margarine with knife,Moyen café infusé
Mask,Moyen café infusé à froid
Matcha Tea Latte (2% Milk),Moyen café infusé à froid avec sirop sans sucre et crème
Matcha Tea Latte (Almond Milk),Moyen café infusé à froid caramel et crème
Mayo Chicken Snack Wrap with Grilled Chicken,Moyen café infusé à froid sucré avec crème
Mayo Grilled Snack Wrap,Moyen café infusé à froid sucré/avoine
Mayo Snack Wrap with Grilled Chicken,Moyen café infusé à froid vanille française et crème
Mayo-Style Sauce,Moyen café infusé aînés
Mayo-Style Sauce Packet,Moyen café infusé décaféiné
MCafe Upchrg,Moyen café infusé décaféiné aînés
McCafé Chocolate Syrup,Moyen café infusé décaféiné Remplir nouveau
McCafé Coupon,Moyen café infusé Remplir nouveau
McCafé Especialty,Moyen cappuccino (lait 2%)
McCafé Hot Beverage,Moyen cappuccino (lait d'amande)
McCafé Hot Espresso,Moyen Chai frappé à la vanille
McCafé Hot Speciality,Moyen Chocolat chaud  (lait 2%)
McCafé Latte,Moyen Coca-Cola
McCafé Mocha (2% Milk),Moyen Coca-Cola Zero
McCafe Mug,Moyen Coke
McCafe Upcharge,Moyen Coke Diète
McChicken,Moyen frites
McChicken & Side Deal,Moyen Frites
McChicken Extra Value Meal,Moyen Fruitopia fraises
McCrispy,Moyen Fruitopia orange
McCrispy Extra Value Meal,Moyen jus d'orange
McDouble,Moyen jus de pomme
McDouble (DLM),Moyen lait ultra-frappé à la fraise
McDouble (like Mac),Moyen lait ultra-frappé à la vanille
McDouble McValue Meal,Moyen lait ultra-frappé au chocolat
McDouble Meal Deal,Moyen latte (lait 2%)
McFlurry,Moyen latte (lait d'amande)
McFlurry Toppings,Moyen latte à la vanille française (lait 2%)
McGriddle,Moyen Latte à la vanille française (lait 2%)
McGriddles,Moyen Latte à la vanille française (lait d'amande)
McGriddles Sandwiches,Moyen latte à thé London fog (lait sans lactose)
McHappy Day Socks - Birdie,Moyen latte au caramel salé (lait 2%)
McHappy Day Socks - Grimace,Moyen latte au thé matcha (lait 2%)
McHappy Day Socks - Hamburglar,Moyen latte avec sirop sans sucre (lait 2%)
McHappy Day Socks - Hamburglar (DMB),Moyen latte avec sirop sans sucre (lait aux amandes)
McHappy Day Socks – McNugget B,Moyen latte avec sirop sans sucre (lait d'amande)
McHappy Day Socks – McNugget Buddies,Moyen latte caramel (lait 2%)
McHappy Day Socks Birdie (DMB),Moyen latte caramel (lait d'amande)
McHappy Day Socks Grimace (DMB),Moyen latte glacé (lait 2%)
McHappy Day Support,Moyen Latte glacé (lait amande)
McHappy Day Support,Moyen latte glacé au matcha (lait 2%)
McHappy Day!,Moyen latte glacé matcha (lait amande)
McMuffin & S Coffee offer,Moyen menthe poivrée
McMuffin & S Coffee Offer,Moyen Moka (lait 2%)
McMuffin Sandwich,Moyen moka glacé
McMuffin Sandwiches,Moyen Racinette Barq's
McNugget Sauces,Moyen smoothie fraises-banane
McNuggets,Moyen smoothie grenade-bleuets
McPops,Moyen smoothie mangue-ananas
McRib,Moyen Splash fraîcheur au citron
McSpicy,Moyen Splash fraîcheur au melon d’eau et à la lime
McValue Meals,Moyen Sprite
McValue Menu,Moyen Sprite nocturne
McVeggie,Moyen thé à la menthe poivrée
McVeggie & Wraps,Moyen thé à la menthe poivrée aînés
McVeggie Deluxe,Moyen thé bergamia gris
McVeggie Deluxe Extra Value Meal,Moyen thé chai éclat
McVeggie Extra Value Meal,Moyen thé Earl Grey
McWrap,Moyen thé earl grey aînés
McWrap Bacon ***,Moyen Thé glacé Fuze
McWrap Chili ***,Moyen thé menthe poivrée aînés
McWrp Bacon ***,Moyen thé orange pekoe
McWrp Chili ***,Moyen thé Orange Pekoe
McWRP SRSLY BACON***,Moyen thé orange pekoe aînés
Meal Deal,Moyen thé rugissement noir
Meal with a side,Moyen thé vert
Meat Patty,Moyen thé vert à la citronnelle
Med Americano,Moyen thé vert aînés
Med Americano Coffee,MoyenChocolat chaud  (lait 2%)
Med Apple Juice,Muesli
Med Barq's Root Beer,Muffin anglais
Med Bergamia Grey Tea,Muffin anglais avec beurre
Med Blueberry Pomegranate Real Fruit Smoothie,Muffin aux pépites de chocolat
Med Blueberry Pomegranate Smoothie,Muffin aux pépites de chocolat
Med Cappuccino (2% Milk),Muffin bleuets
Med Cappuccino (Almond Milk),Muffin Brownie au Chocolat
Med Caramel Cream Cold Brew,Muffin canneberges et orange
Med Caramel Iced Coffee,Muffin carottes
Med Caramel Latte (2% Milk),Muffin fruits et fibres
Med Caramel Latte (Almond milk),Muffins
Med Caramel Latte (Almond Milk),Muffins cuits au four
Med CaramelLatte (2% Milk),Nature
Med Chai Cardamom Tea Latte (2% Milk),NB Softserve
Med Chai Cardamom Tea Latte (Almond Milk),Noir
Med Chai Glow Tea,Oe bac crêp rôt bla
Med Chocolate Hazelnut Iced Latte (2% Milk),Oe bac crêp rôt blé
Med Chocolate Hazelnut Latte (2% Milk),Oeuf frit
Med Chocolate Triple Thick Milkshake,Œuf frit
Med Coca-Cola,Oeuf McMuf PHB
Med Coffee,Oeuf McMuffin
Med Coffee Frappé,Œuf McMuffin
Med Coffee Frappé w/ Whipped Cream & Choc Drizzle,Oeuf McMuffin avec bacon et Patates hachées brunes duo
Med Coffee Refill,Oeuf McMuffin avec saucisse et Patates hachées brunes duo
Med Coke Zero,Oeuf McMuffin BLT
Med Cold Brew,Oeuf McMuffin et Patates hachées brunes duo
Med Cold Brew with Sugar-Free Syrup & Cream,Oeuf McMuffin et PHB
Med Creamy Strawberry Coke,Oeuf McMuffin et phb duo
Med Decaf Coffee,Oeuf McMuffin sauc et phb duo
Med Decaf Coffee Refill,Œuf McMuffin sauce à l’ail sty
Med Diet Coke,Œuf McMuffin sauce à l’ail style Frank’s
Med Earl Grey Tea,Œuf rond
Med French Vanilla Cream Cold Brew,Offre 1 trio
Med French Vanilla Latte (2% Milk),Offre 2 trios
Med French Vanilla Latte (Almond milk),Offre de 2 sandwichs Oeuf McMu
Med French Vanilla Latte (Almond Milk),Offre de 2 sandwichs Oeuf McMuffin
Med Fries,Offre de 3 H-Fromage ou hambur
Med Fruitopia Orange,Offre de 3 H-Fromage ou hamburgers
Med Fruitopia Strawberry,Oign grillé lamelle
Med Fuze Iced Tea,Oignons
Med Green Tea,Oignons caramélisés
Med Hot Chocolate (2% Milk),Oignons croustillants
Med Hot Chocolate (Almond Milk),Oignons verts
Med Iced Coffee,OMRM Livre de Coupons
Med Iced Coffee with sugar free syrup,Optez pour un trio
Med Iced Latte (2% Milk),Optez pour un Trio
Med Iced Latte (Almond Milk),Optez pour unTrio
Med Iced Matcha Tea Latte (2% Milk),Ordinaire
Med Iced Matcha Tea Latte (Almond Milk),Oreo
Med Iced Mocha (2% Milk),P Café décaf infusé
Med Iced Mocha (almond milk),P Café frappé + crème fouettée + coulis au choc.
Med Latte (2% Milk),P Capp sirop ***
Med Latte (Almond milk),P Cappuccino ***
Med Latte (Almond Milk),P Cappuccino Sirop ***
Med Latte with sugar free syrup (2% Milk),P Cappuccino Sirop R ***
Med Latte with sugar free syrup (Almond Milk),P Chai frappé van. + cr. fouettée + coulis au choc.
Med Lemon Fruit Splash,P Choc ch ment ***
Med Lemongrass Green Tea,P chocolat chaud ***
Med London Fog Tea Latte (2% Milk),P Coke
Med London Fog Tea Latte (Almond Milk),P Déca infusé
Med Mango Pineapple Real Fruit Smoothie,P Eau chaude
Med Mango Smoothie,P Eau froide
Med Matcha Tea Latte (2% Milk),P Frites
Med Matcha Tea Latte (Almond Milk),P Jus d'orange
Med McCafé Mocha (2% Milk),P Jus de pomme
Med Mocha (2% Milk),P Lat cml salé ***
Med Mocha (Almond Milk),P Lat M. Car ***
Med Mocha(2% Milk),P Lat M. Crml ***
Med Nite Sprite,P Lat pép choc ***
Med Oat Iced Coffee,P Latte
Med Orange Dream,P Latte ***
Med Orange Juice,P Latte au caramel ***
Med Orange Pekoe Tea,P Latte au chocolat et à la noisette (lait 2 %)
Med Peppermint Tea,P Latte glacé ***
Med Premium Roast Coffee,P Latte glacé au chocolat et à la noisette (lait 2 %)
Med Premium Roast Decaf Coffee,P Latte glacé R ***
Med Roaring Black Tea,P Latte M. Caramel ***
Med Salted Caramel Iced Coffee,P Latte menthe ***
Med Salted Caramel Latte (2% Milk),P Latte pép choc ***
Med Salted Caramel Latte (Almond Milk),P Latte sirop ***
Med Senior Orange Pekoe Tea,P Latte Sirop ***
Med Senior Peppermint Tea,P Latte SS
Med Shamrock Shake,P Latte ss ***
Med Sprite,P LF à la fraise ML
Med Sprite Berry Bliss,P LF à la vanille ML
Med Strawberry Banana Smoothie,P LF au chocolat ML
Med Strawberry Triple Thick Milkshake,P LF chocolat
Med Sweetened Cold Brew with Cream,P LF fraise
Med Sweetened Cold Brew with Oat Beverage,P LF vanille
Med Vanilla Chai Frappé,P Moka ***
Med Vanilla Iced Coffee,P Moka glacé ***
Med Vanilla Triple Thick Milkshake,P Moka menthe ***
Med Watermelon Lime Fruit Splash,P Mokaccino
Mediterranean Feta Sauce,P Thé Earl Grey
Medium,P Thé pekoe
Medium Cappuccino (Almond Milk),P Thé vert
Medium Chocolate Shake,P’tits beignes
Medium Clear Cup,Paille
Medium Coffee,Paille flexible
Medium Coke,Pailles
Medium Cup,Pains-crêpes
Medium Cup FS,Panier café moulu
Medium Decaf Coffee,Paquet de cartes K-pop
Medium Earl Grey,Paquet de cartes Les guerrière
Medium French Fries,Paquet de cartes Les guerrières de la K-pop
Medium French Vanilla Latte (2% milk),Parmesan râpé
Medium Fries,Pas de sac
medium fry,Pas maintenant
Medium Green Tea,Pat hach brunes
Medium Orange Pekoe Tea,Patates hach brunes
Medium Peppermint Tea,Patates hachées brunes
Medium Senior's Coffee,Patates hachées brunes et café
Medium Senior's Decaf Coffee,Pâté de boeuf
Medium Senior's Earl Grey Tea,Pâté de bœuf
Medium Senior's Green Tea,Pâté de saucisse
Medium Senior's Orange Pekoe Tea,Pâté poulet gril
Medium Senior's Peppermint Tea,Pâté Végé
Medium Soft Drinks,Pâtisseries
Medium Strawberry Shake,Pâtisseries et desserts
Medium Vanilla Shake,Petit
MediumSoft Drinks,Petit americano
Melon Trio,Petit café frappé
Mgrn Bgl w/ Sprd VM ***,Petit Café frappé
Mgrn Bgl w/Sprd VM ***,Petit café glacé
Mighty McGriddles,Petit café glacé à la vanille
Mighty McGriddles Extra Value Meal,Petit café glacé au caramel
Mighty McMuffin,Petit café glacé au caramel salé
Mighty McMuffin Extra Value Meal,Petit café glacé avec boisson à l'avoine
Milk,Petit café glacé avec sirop sans sucre
Milk 250mL,Petit Café glacé avec sirop sans sucre
Milk Bottle,Petit café infusé
Milk Deposit,Petit Café infusé
Milk Packet,Petit café infusé à froid
Milk Type,Petit café infusé à froid avec sirop sans sucre et crème
Milkshakes,Petit café infusé à froid caramel et crème
Mini,Petit café infusé à froid sucré avec crème
Mini Baguette Bun,Petit café infusé à froid sucré/avoine
Mini Fries,Petit café infusé à froid vanille française et crème
Mini Potato Hash Browns,Petit café infusé aînés
MiW Hasbro,Petit café infusé décaféiné
MiW Softserve,Petit café infusé décaféiné aînés
Mixed Greens,Petit café infusé décaféiné Remplir nouveau
Mocha,Petit café infusé Remplir nouveau
Mocha (2% Milk),Petit cappuccino (lait 2%)
Mocha (Almond Milk),Petit Cappuccino (lait d'amande)
Monterey Jack Jalapeno,Petit Chai frappé à la vanille
Moose Mug,Petit chocolat chaud
Moose Stainless Cup,Petit Chocolat chaud (lait 2%)
More Burgers,Petit Coca-Cola
More Chicken,Petit Coca-Cola Zero
More Snacks,Petit Coke
More Snacks & Sides,Petit Coke Diète
Mozzarella Cheese,Petit Fries
Muffin & Coffee Pairing,Petit Frites
Mustard,Petit Fruitopia fraises
Nacho Cheese Sauce,Petit Fruitopia orange
Nanaimo Crumbs,Petit glacée moka
Napkins,Petit glacée moka (lait d'amande)
Natural Cheddar,Petit jus d'orange
NB Softserve,Petit jus de pomme
NESTEA Iced Tea,Petit lait ultra-frappé à la fraise
NHL Star Sticks,Petit lait ultra-frappé à la vanille
NHL Sticks,Petit lait ultra-frappé au chocolat
Nite Sprite,Petit latte (lait 2%)
No Accessories,Petit latte (lait d'amande)
No Aioli Sauce,Petit latte à la caramel (lait 2%)
No bag,Petit latte à la crème brûlée (lait 2%)
No Bag,Petit latte à la vanille française (lait 2%)
No Cold Lid,Petit Latte à la vanille française (lait 2%)
No Ice,Petit Latte à la vanille française (lait d'amande)
No Jam,Petit latte à thé chai cardamome (lait 2%)
No Ketchup Packets,Petit latte à thé chai cardamome (lait écrémé)
No Meat,Petit latte à thé London fog (lait 2%)
No Salad Dressing,Petit latte au caramel (lait 2%)
No Sauce,Petit latte au caramel salé (lait 2%)
No Straw,Petit latte au thé matcha (lait 2%)
No Tartar Dip,Petit latte avec sirop sans sucre (lait 2%)
No Toy,Petit latte avec sirop sans sucre (lait aux amandes)
No Utensils,Petit latte avec sirop sans sucre (lait d'amande)
No Whipped Cream,Petit latte caramel (lait d'amande)
Not This Time,Petit latte citrouille (lait 2%)
Nugget Sauce,Petit latte glacé (lait 2%)
Oat Beverage,Petit Latte glacé (lait amande)
Oat Iced Coffee,Petit latte glacé au matcha (lait 2%)
On The Side,Petit latte glacé matcha (lait amande)
Onion Crisps,Petit menthe poivrée
Onions,Petit Moka (lait 2%)
OR - Food,Petit Moka glacé
OR - Fundraising,Petit pain
OR - Grease,Petit pain aux graines de sésa
OR - McHappy Day,Petit pain aux graines de sésame blanches et noires
OR - Miscellaneous,Petit pain aux graines de sésame et de pavot
OR - Orange,Petit pain aux graines de sésame scarifié
OR - Paper,Petit pain aux pommes de terre
OR - Pay for Play,Petit pain campagnard
OR - Remit Credit Sales,Petit pain graines de sésame
OR - US Exchange,Petit Racinette Barq's
OR - Vending (ONT),Petit smoothie fraises-banane
OR - Vending (QC),Petit smoothie grenade-bleuets
OR - Vending MDSE,Petit smoothie mangue-ananas
Orange Cream Syrup,Petit Splash fraîcheur au citron
Orange Dream,Petit Splash fraîcheur au melon d’eau et à la lime
Orange Juice,Petit Sprite
Orange Pekoe Tea,Petit Sprite nocturne
Orange Vitamin Water,Petit thé à la menthe poivrée
Order Complete,Petit thé à la menthe poivrée aînés
Oreo McFlurry,Petit thé bergamia gris
Oreo Pieces,Petit thé chai éclat
Original Hummus,Petit thé Earl Grey
Ornaments Holiday Mug,Petit thé earl grey aînés
Ornaments Mug,Petit Thé glacé Fuze
Other Cold Drinks,Petit thé menthe poivrée aînés
Other Condiments,Petit thé orange pekoe
Other Drinks,Petit thé Orange Pekoe
Other Hot Drinks,Petit thé orange pekoe aînés
Other Receipts,Petit thé rugissement noir
Overnight Menu,Petit thé vert
Own Cup,Petit thé vert à la citronnelle
Own Cup Bergamia Grey Tea,Petit thé vert aînés
Own Cup Decaf Coffee,Petites salades
Own Cup Earl Grey Tea,Petites salades/Wraps
Own Cup Green Tea,Pichet de lait d'amande
Own Cup New Orange Pekoe Tea,Placeholder 1
Own Cup Orange Pekoe Tea,Placeholder 2
Own Cup Peppermint Tea,Placeholder 3
Own Cup Premium Roast Brewed Coffee,Placeholder 4
Own Cup Senior Earl Grey Tea,Placeholder 5
Own Cup Senior Green Tea,Placeholder 6
Own Cup Senior Orange Pekoe Tea,Placeholder 7
Own Cup Senior Peppermint Tea,Placeholder 8
Pad Thai Salad,Placeholder 9
Pairing with Soup,Placeholder Sub 1
Parmesan Cheese,Placeholder Sub 2
Party Charge,Placeholder Sub 3
Peach Mango Syrup,Plateu boisson
Peanut Butter,Poisson
Peanut butter with knife,Poitrine de poulet croustillan
Pepper Packet,Poitrine de poulet croustillant
Peppermint Tea,Poitrine de poulet grillé
Pick Your Own 2 McPops,Poitrine poul/croust.
Pick Your Own 6 Baked Muffins,Poitrine poulet croust
Pick Your Own 6 McPops,Poitrine poulet grillé
Pick Your Own 6 Muffins,Poivre
Pickles,Poivrons rouges
Pie,Pomme
Pine Branch Mug,Pommes
Pitcher Almond Milk,Port poul gr
Placeholder 1,Porte-clés
Placeholder 2,Portez pour un Trio
Placeholder 3,Portion de poulet
Placeholder 4,Portion de poulet à Poulet Big
Placeholder 5,Portion de poulet à Poulet Big Mac
Placeholder 6,Poul Cantons jardin ***
Placeholder 7,Poulet
Placeholder 8,Poulet Big Mac
Placeholder 9,Poulet et Filet de poisson
Placeholder Sub 1,Poulet et poisson
Placeholder sub 2,Poulet grillé
Placeholder Sub 2,Poulet grillé avec sauce origi
Placeholder sub 3,Poulet grillé avec sauce originale Frank's RedHot
Placeholder Sub 3,Poulet grillé bacon/sauce orig
Plain,Poulet grillé bacon/sauce originale Frank's RedHot
Plain Bacon 'N Egg Bagel,Poulet jr
Plain Bacon 'N Egg Bagel Extra Value Meal,Poulet McCrêpes
Plain Bacon & Guacamole Bagel,Poulet McMuffin
Plain Bacon & Guacamole Bagel Meal,Poulet McMuffin sauce à l’ail
Plain Bagel,Poulet McMuffin sauce à l’ail style Frank’s
Plain Bagel Happy Meal,Poulet Salade
Plain Bagel Reg CC Prod,Pourboire du livreur
Plain Bagel w/ Reg CC Product,Poutine
Plain Bagel w/ Reg Cream Cheese McValue Meal,Poutine au Buffalo épicé crous
Plain Bagel w/ Regular Cream Cheese Product,Poutine au Buffalo grillé
Plain Bagel with Regular Cream Cheese product,Poutine au poulet Buffalo épicé croust
Plain Bagel with Regular Cream Cheese Product,"Poutine au poulet Buffalo épicé croust, format classique"
Plain Bagl w/ Spreads,"Poutine au poulet Buffalo épicé croust, grand format"
Plain Bagl w/ Spreads ***,Poutine au poulet Buffalo épicé grillé
Plain Bgl w/ Sprd VM ***,"Poutine au poulet Buffalo épicé grillé, format classique"
Plain BLT Bagel,"Poutine au poulet Buffalo épicé grillé, grand format"
Plain BLT Bagel Extra Value Meal,Poutine au poulet Buffalo grillé
Plain Egg BLT Bagel,Poutine déjeuner
Plain Egg BLT Bagel Extra Value Meal,"Poutine déjeuner, grand format"
Plain Sausage 'N Egg Bagel,"Poutine épicé croust, grand"
Plain Sausage 'N Egg Bagel Extra Value Meal,Poutine et boisson de fontaine
Plastic Tumbler McCafe,"Poutine et boisson de fontaine, format moyen"
Playplace Socks,Poutine nacho avec poulet croustillant
Pln Bgl w/Sprd VM ***,"Poutine nacho avec poulet croustillant, format classique"
Potato Bun,Poutine nacho avec poulet grillé
Poutine,"Poutine nacho avec poulet grillé, format classique"
Poutine and Medium Fountain Dr,"Poutine, grand format"
Poutine and Medium Fountain Drink,Quart BLT
Poutine Upcharge,Quart de livre
Premium Decaf Coffee Carafe,Quart de livre avec fromage
Premium Roast Brewed Coffee,Quart de livre BLT
Premium Roast Brewed Senior's Coffee,Quart de livre sans fromage
Premium Roast Coffee,Quart fromage
Premium Roast Coffee Carafe,Quart hamburger (sans fromage)
Premium Roast Coffee Carafe (Serves 12),Quart livre (sans fromage)
